place,code
Mafogunde Nla,106101
Mafoina,800104
Magaba,603103
Magaida,923101
Magaji,831101
Magaji,923101
Magaji Fakai,872102
Magaji M. Awe,951103
Magajin-Gari,811101
Magaji-Wando,830103
Magama,822103
Magama,860102
Magama,923104
Magama Gumau,740103
Magama-Gidan Mutun Daya,822102
Magami,712102
Magami,872105
Magandu,923101
Magangara,742101
Magani,823101
Magarawa,702103
Magargaba,842101
Magarya,750105
Magarya,842101
Magarza,862104
Magas,740102
Magashin Fulani,704102
Magawata,703103
Magayaki,912105
Magbegbekiri,503101
Magbon Iibiye,103101
Magbon Ilado,103101
Magma,923102
Magonho,841101
Magu-Amagu,480107
Magumeri,602104
Magumeri A.,602104
Magumeri B.,602104
Magun,913104
Magwinko,923104
Magyil,933101
Mahela Fulani,923104
Mahemi,733101
Mahoni,733101
Mahuta,705103
Mahuta,710105
Mahuta,830103
Mahuta,832103
Mahuta,872102
Mahuta,872105
Mahuta,961102
Mahuta,923102
Mai Bakko,830104
Mai Daniya,824102
Mai Faru,824102
Mai Ganiji,830101
Mai Gari,824102
Mai Gora,830102
Mai Kore,752105
Mai Kujara,842103
Mai Kwama,830103
Mai Kwamame,824102
Mai Yadiya,831101
Mai Yawa,962103
Mai Zurmi,82016
Mai-0Zare,810102
Maiadua,732103
Mai-Adua,824102
Maiba,603103
Maibabban Doki,923102
Maibara,824104
Maida,712101
Maida,713101
Maidinawa,700104
Maiduguri,752106
Maiduguri,6.0021E+137
Maiduri,602101
Mai-Gagaffa,733101
Maiganta,733101
Maigari,701102
Maigatari,732105
Maigauga,960134
Maigodo,710105
Maigora,733101
Maikada,821103
Maikaho,733101
Maikasuwa,820103
Maikilili,732103
Maikoni,824102
Maikulki,853101
Maikunkele,920102
Maikwadira,710105
Mailemo,751106
Maimakawa,713102
Maimasheta,751106
Maimazari,824105
Maimika,704101
Maimusari,600104
Mainako,752105
Mainari,752106
Mainari,750105
Mainari,752105
Mainari Karaguwa,752106
Mainok,601105
Maintagujeri,601105
Maintakurururi,601105
Mairamri,610104
Mairana,822102
Mairana,932101
Mairari,612104
Mairi,610101
Mairuwa,830102
Mairuwa,830101
Maisabo,830102
Maisaimar,601101
Maitse Dau,702105
Maitumbi,920102
Maiturmi,824102
Mai-Unguwa,702105
Maiwa,752105
Maiwa,612103
Maiwa,923104
Maiwa Bassa,260105
Maiwando,733101
Maiyama,863103
Maizale,923104
Maizaure,733101
Majadukuri,611105
Majahidu,912105
Maje,720102
Maje,705103
Maje,733103
Maje,822104
Maje,823104
Maje,923101
Maje,923104
Maje,910101
Majema,731101
Majen-Gobir,822103
Maji,853102
Maji Yawa,824101
Majidadi,811101
Majigiri,823102
Majin Gini,701104
Majiya,733103
Majuta,923104
Makada Duma,82016
Makadi,712101
Makadi,713101
Makam Dzana,912105
Makami,811101
Makan Gara,823103
Makan Wata,704101
Makana,923104
Makangara,823103
Makangawa,733101
Makanuwa,742101
Makaranta,923104
Makarfi,812103
Makarfi,710105
Makau,820103
Makau,823101
Makaurachi,832101
Makauraci,705103
Makawa,752105
Makaya,841102
Maker,923104
Makera,742101
Makera,713101
Makera,831101
Makera,830101
Makera,832102
Makera,860101
Makera,872102
Makera,922107
Makerawa,824102
Makeri,923102
Makeri Boka,923101
Makero,705103
Makeru,260105
Makidaka,733101
Makintari,752105
Makiyawa,824104
Mako,705103
Makoron-Lemo,810102
Makpa,260105
Makpa Aubiriki,260105
Makuku,872105
Makuleri,110109
Makun,121101
Makun Ward,243105
Makurda,822103
Makurdi,9.70212E+77
Makurdi,812101
Makurdi,831101
Makusudi,922107
Makuwana,842106
Makwalla,731101
Makwalla,822103
Makwangiji Awe,951103
Makwanyawa,704105
Mala,733101
Malaharam,601101
Malaji,750103
Malali,832102
Malam Fatori,602101
Malam Gajere,704103
Malam Mustani,601105
Malamawa,742101
Malamawa,733102
Malamawa,710105
Malamawa,700105
Malamawa,832103
Malamsuri,602101
Malari,610104
Malehe Gari,923101
Malemiri,601101
Malikawar Garu,703101
Malikawr Sarari,703101
Maliki,642103
Malilanchi,812101
Malingo,923104
Malisa,860102
Mallam Bature,711105
Mallam Hore,641110
Mallam Kwanori,602101
Mallamawa,82016
Mallam-Bawa,923104
Mallamfatori,602103
Mallar,741104
Mallum-Busariri,602104
Malma,740101
Malmo,740102
Malo,923101
Malum Mustari,610101
Malum Mustari,602104
Malumaja,611101
Malumfashi A,832101
Malumfashi B,832101
Malumri,752106
Maluri,752105
Mamba,923104
Mammadau,821103
Mammande,843103
Mamti,602101
Manaba,752106
Managi,905102
Managsu,923104
Manaoyi,912105
Manawa,82016
Manawaji,611102
Manawango,752106
Manawaski,752105
Manbe Ndace,912105
Mandala,612101
Mandamari,752105
Mandana,912105
Mandawari,713101
Mandera,851103
Manderegi,905101
Mando,800108
Mangar,932112
Mangari,712104
Manget,933101
Mangi,800101
Mangongo,263103
Mangor,932112
Mangoro Bassa,260105
Mangu,932101
Mangu Halle,932101
Mangubum,601101
Mangwarori,810103
Mani,823101
Manko Bassa,260105
Manmansuka,843103
Mansiorkiri,562101
Manyan Mata,713105
Mapo-Egbeda,200109
Mara,742101
Maraba Ii,913104
Maraba Lamba,923101
Marabar-Kanya,832103
Marabar-Musawa,833101
Marafa,861101
Marafa,872102
Marafa,860102
Marafa,853102
Marafa,842101
Maraganta,705103
Marai,750105
Maraika,120101
Maraka,871101
Marake,871101
Maraku,710105
Maraku,711105
Maramwa,823104
Marando Mariri,923104
Maranjuwa,720101
Mararaba,950101
Mararaban-Gurku,961105
Marasuwa,742103
Marawa,733102
Maresu,811104
Marga,703101
Margadu,731105
Margafi Abu,82016
Margai,850105
Margiri,750105
Marguba,601105
Mari,760104
Marihu,502102
Mariri,704101
Mariri,700104
Markarku,824103
Marke,742101
Marke,733101
Marke,705103
Marke,812103
Marke,701101
Marke,702103
Marke,961102
Marken-Bori,841102
Marki,730102
Marku,812104
Marmanji,751106
Marmara,810102
Marmara,832101
Marnowa,842101
Maro,961102
Marori,704101
Marraba,913104
Marraraban,962102
Marte,611105
Maru,762103
Maruda,860102
Maruko,741103
Maruta,721102
Maruwa,741103
Masa,611104
Masaba,611105
Masabai,713102
Masabo,822103
Masaha,923101
Masaje,752105
Masaka,961105
Masakai,602101
Masaki,602101
Masaki,820103
Masama,923101
Masama Uli,923104
Masamasa,102102
Masari,832103
Masassadi,741103
Masaya,721101
Maseri,741103
Masgia Karani,912105
Mashamari,600104
Mashe,710101
Mashegu,923102
Mashi,823102
Mashigi,832102
Mashigin Maje,923101
Mashilia,612101
Mashin Baba,912105
Maska,711105
Maska,830101
Massanawa,721101
Massanawa,704103
Masu,600104
Masu,712102
Masudi,923102
Masuga,923104
Masuga Gari,923101
Masughi,923102
Masu-Kinari,832103
Matacibu,923101
Matajiya,922107
Matakum,610106
Matan Fada,703103
Matande,923102
Matane,923102
Matane,923104
Matarawa,812104
Matari Kujama,800104
Matazu,833102
Matituta,923104
Mato,922107
Matoya,732105
Matsai,820103
Matsaro,731101
Matseri,872102
Matseri,850105
Matsinkai,871101
Matugwai,712102
Matwando,923104
Maugi,903101
Maula,611101
Mausa Oke,106101
Maute,961102
Mawashi,822102
Mawulli,611105
Mayalo,863103
Mayere,812103
Mayungbo,121101
Mayunre,106101
Maza Goma,863101
Mazabo,923104
Mazangudu,702102
Mazanya,822105
Mazar Gari,852101
Mazare,830104
Mazauta,702102
Mazazzaga,720102
Mazobo,923104
Mazoji,824101
Mazoji,833102
Mbaa,512101
Mbalala A,601102
Mbalala B,601102
Mbamini,480102
Mba-Offia,480105
Mbar,932112
Mbarakpaka,431116
Mbaskiri,562101
Mbat,942102
Mbikiri,503101
Mbikiri,500103
Mbilla,641101
Mbilla,652102
Mbisu,503101
Mboa-Kura,601102
Mbuama,511102
Mbuegizi,511102
Mbukanga,642103
Mbukobe-Ntezi Aba,480104
Mbula,603103
Mbunta,511101
Mbuta,611104
Mechiemechi,511102
Mede,121101
Medu,732103
Mejono,106101
Mekiya,702102
Mekke,106101
Meleri,752106
Meleri,602101
Meleri,611102
Meli,843103
Memigba,121101
Mera,861104
Merere Bassa,260105
Mertege,503102
Metele,602103
Metele,602101
Mgbabeluzor,480101
Mgbabo,480103
Mgbabo Echara,480104
Mgbalukwu-Amagu,480107
Mgbaogba,511101
Mgbo,511101
Mgbodo,511101
Mgbu Ehinmi,511102
Mgbu Igobo,511102
Mgbu Ika,511102
Mgbu Ogbakiri,511102
Mgbu-Ahana,511101
Mgbuajah,511102
Mgbuakni,511102
Mgbuanyuri,511101
Mgbuateta,511102
Mgbuayim,511102
Mgbuealalu,511102
Mgbuedah,511102
Mgbuefitibia,511101
Mgbuelia,511102
Mgbuemnubade,511102
Mgbueto,511102
Mgbuhie,511101
Mgbuikor,511102
Mgbuitanwos,511102
Mgbumini,511101
Mgbuodo,511101
Mgbuodukwu,511101
Mgbuogbakiri,511102
Mgbuogidi,511101
Mgbuohia,511102
Mgbuokiri,511101
Mgbuokporo,511102
Mgbuokwukwu,511101
Mgbuomohia,511102
Mgbuonyi,511101
Mgbuwoke,511102
Michika,657101
Mida Koyemi,601105
Midla,603103
Miga,720105
Migiya,752105
Migyara,740102
Mijigine,611104
Mileokiri,562101
Mile-One,913104
Miller,933101
Minawa,823103
Mini,562102
Minibeleu,562101
Minjibir,702103
Mint. Masakara,923101
Minta,603103
Miri,740101
Miri,740102
Misakiri,562101
Misa-Kurbudu,601101
Miutar,612101
Miya,742104
Miya Barkatai,740103
Miye,612103
Mkere,705103
Mkpa Uno,530103
Moba,102101
Mobalufon,120101
Mobbar,602101
Moborokiri,562101
Moda,713102
Moda,704101
Modaci,883101
Modamoro,371104
Modu Koyamri,601105
Moduri,612104
Mogada,903101
Mogbo,501103
Moi Jama A,800104
Moku,603103
Mokwa,913104
Molade Ayedaade,200109
Molakori,121101
Molatu,121101
Moleram,602102
Molgoi,601101
Molmol,741104
Monde,923101
Mongal,612101
Monguno,612101
Monikiri,562101
Moniya,821103
Monor,602101
Monoram-Gonimiri,602104
Monunu,830102
Morawa,823102
Mordori,601105
Moro,106101
Moro,121101
Morogbo,103101
Morupa,361103
Mosafejo,200109
Mosimi,121101
Moti,981114
Moya Nyalibi,642103
Moyopa,106101
Mozu-Ete,260105
Msa,981114
Mtsenan,981114
Muchia,710105
Mucita,912105
Muda,742103
Mudana,106101
Mudawa,711101
Mudu,611101
Muduru,823101
Mugula,601101
Mugum,611105
Muktala,611101
Muku,733101
Mulka,742101
Multe,601101
Muludu,824102
Mulum-Kumuriri,601105
Muma,503102
Mun,740102
Mun,942102
Mungadi Birni,863103
Mun-Galamkya,942102
Munhaye,830102
Munighakiri,562101
Munsal,740102
Munt. M.,923101
Muntsira,703101
Murai,710105
Muran,910101
Murgarang,642103
Murmga Sogho,502102
Murtala Botanical Garden,106101
Musa Ta Rumawa,733101
Musari,602102
Musari,612101
Musari Dagana,731105
Musawa,833101
Mushuni,700105
Musune,611105
Mutangi,811108
Mutse,657101
Mutubore,862104
Mutuku,650107
Muwsa,740102
Muza,851101
Mwana Mango,642104
Mwana Tari,642104
Mwana Wongo Estate,642104
N. A. Quarters,402120
N/nagogo,721102
N/tsafi,750103
Naakuso,912105
Na-Alama,832101
Na-Alma,832101
Nabukka,831101
Nabulic,910101
Naburuk,940101
Nadanawa,733101
Nadasako,922107
Nadichi,905102
Nafara,721101
Nagajia,602101
Naganu,922107
Nagazi-Uvere,264103
Nagogo,923102
Nagun,905102
Nah. Tosho,905101
Nahalati Sabo,905101
Nahalo,742101
Nahuche,721102
Nahuta,82016
Naibi,704101
Nakacheri,923104
Nakarari,702105
Nakere,960134
Nama,923101
Namabie,503101
Naman Goma,860102
Namatebe,562101
Nampoju,562101
Nanumawa,705103
Napoko,260105
Nappe,760104
Narawanti,260105
Narayi,800104
Nariya,710102
Nasa-Gudu,850105
Nasarawa,721102
Nasarawa,704103
Nasarawa,704105
Nasarawa,830103
Nasarawa,823104
Nasarawan,923102
Nasarawan Kudan,812104
Nasarawo,642104
Nasarrawa,821103
Nasaru,742101
Nassarawa,905102
Nassarawa,742104
Nassarawa,812103
Nassarawa,704101
Nassarawa,703102
Nassarawa,863101
Nassarawa Bada,961105
Nassarawa Daji,830104
Nata Ala,710104
Natsalle,824102
Natsira,740102
Naukum,741104
Nawogi,243105
Nball,940101
Nbet,940101
Nchegbu,480105
Nchiama,503102
Nchokefu,480108
Ndabisa,912105
Ndace-Mamman,922107
Ndace-Shanko,922107
Ndadako,912105
Ndadoko,912105
Nda-Ganshi,922107
Ndagunu,912105
Ndaji,912105
Ndaka-Gisau,922107
Nda-Sara,922107
Nda-Shanko,922107
Ndashi,512101
Ndayako,913104
Ndebe Oko Onuoha,480104
Ndebo Abaofia,480104
Ndebo Ede-Echara,480104
Ndebo-Mgbabo-Echara,480104
Ndebo-Odeligbo,480105
Ndebo-Opfunyionu,480104
Ndeboshi-Oku,480101
Ndechi,480105
Ndeji Ward,243105
Ndele,511102
Nder,940101
Ndi Anamacha,480106
Ndi Ekpe,480102
Ndiabo Ofoke,480108
Ndiaja,480105
Ndiakochi,480107
Ndialo,480105
Ndibulofia-Echara,480102
Ndiebo-Nkaleke,480103
Ndiefi,480108
Ndiegbe,480107
Ndiekeugo,441113
Ndiekpe,480106
Ndieze-Amagu,480107
Ndieze-Nkaleke,480103
Ndiezike,431116
Ndi-Igboke,480105
Ndikong,641101
Ndimbam,480105
Ndingwutu,480101
Ndinwamini,480107
Ndinwinyima-Echora,480103
Ndiochi-Igbo,480102
Ndioduma,480105
Ndiofutu,480101
Ndiofutu,480106
Ndiogodo Aba,480108
Ndiogodo Idoko,480108
Ndioke,480108
Ndioke,480105
Ndiokenyi,480105
Ndiokorukwu,441113
Ndiokwase-Echara,480103
Ndiowerre,473101
Ndit,741104
Nditoli,441113
Ndi-Torty,441113
Ndiube,480107
Ndiudara,480101
Ndiugbala,480102
Ndiukabi,480102
Ndizze-Agbaja,480103
Ndobe,610101
Ndoketa,480101
Ndoro,561102
Ndu Ak-Eda Echara,480104
Ndubusiama,500103
Ndugbaleze,480101
Ndusu,611102
Nduya,752105
Nedbo-Aghamohu,480104
Negbuwa,121101
Nembe,562102
Nenekin,503101
New Gbagi,200109
Ngabura,610106
Ngaji,602101
Ngala,611102
Ngalimari,610104
Ngalori,611105
Ngalram,612101
Ngam,602101
Ngamakayale,602101
Ngamdu,601105
Ngamma,602104
Ngarannam,612101
Ngaski,870104
Ngazi-Eba,264103
Ngbagbebokoama,500103
Ngbalang,642101
Ngbamoto,642104
Ngbere,511102
Ngbereka,511102
Ngbuobogizi,511102
Ngirnn,601101
Ngo,503102
Ngollam,612101
Ngololo,500103
Ngolong,933101
Ngpe Camp,913104
Ngubola,602104
Ngudda,600104
Ngura's,602104
Ngurosoye,610101
Nguru,6.30212E+41
Ngwalimiri,601101
Nichia-Eleme,501101
Niger,872105
Nigeria Breweries,200109
Nihi,512101
Nimbiri,923104
Ningawa,711102
Ningi,742101
Ninkada,960134
Ninkoro,961102
Nissini,611102
Njaba,601101
Njine,611105
Nkaleke,480105
Nkaralua,511101
Nkebe-Opfunyionu,480104
Nko Nto Okono,530103
Nkoroma,480102
Nkpo Nto Nkoboho,530103
Nkpob,511102
Nkpunano,410101
Nmehielle,511102
Nnakuso,912105
Nnanano,471115
Nnanato,471115
Nnatsu,912105
Noforija,106101
Noge,260105
Nohi Gwari,260105
Noma,961102
Noma,923101
Nonwa - Sogho,502102
Nonwa - Uedume,501102
Nonwakebara,501101
Norhene,561102
Norkpo,501101
Nowog,905102
Nru,410101
Nsarawa Lugge,923102
Nshar,940101
Nsit Ikpe,530103
Ntezi Aba,480104
Ntika/ntiabor,491108
Nto Ekpu,530103
Nto Ndung,530103
Nto Obio Ikang,530103
Ntuer,940101
Nufawa,903101
Nufawa,860101
Nugbeio,501103
Nuku,905101
Numai,260105
Numewa,910101
Nwachu,503101
Nwafo-Ogu,480107
Nwainowa,602101
Nwanwu,480101
Nwenbiara,501103
Nwenkowa,501102
Nwoel,501103
Nwofo-Ogu,480102
Nwuba,512101
Nwuigra,501103
Nyaba,260105
Nyam Sando,970101
Nyanbiri,569101
Nyembo,905102
Nyirgir-Makurdi,970101
Nyobe -Bangha,502102
Nyogan Luekun,502102
Nyokuru,502102
Nzoruwe,642101
Nzuda,601101
Nzuramta,642103
Oaroweiama,562101
Oba,251105
Oba - Ama,500103
Oba Oseni,112104
Obada,106101
Obada Camp Odofin Camp,361103
Obadaawa,431116
Obagaji,972108
Obagbori,211108
Obakilolo,562103
Obakwu,512101
Obama,562101
Obamediare,330101
Obangede,263106
Obanowa,972108
Obaranyi,510102
Obasa,112104
Obaseto,341101
Obassa,263101
Obatigben,263103
Obaye Ubbo,260105
Obeagu,480101
Obeama,502103
Obegu Ebia,480107
Obegu Oroke Onuoha,480104
Obegu-Aba Onu-Oji,480104
Obegu-Aba-Ekpido,480104
Obegu-Abaofra,480104
Obegu-Aghamehu,480104
Obegu-Okpe,480102
Obegu-Opfunyionu,480104
Obegwu,464101
Obelebiri,562103
Obelle,511102
Obelle,511101
Obelle/edoha,511101
Oberi,512101
Oberu,480106
Obetene,503101
Obi,562101
Obi,951102
Obi,512101
Obiama,562102
Obiama,503102
Obiarime -Ama,500103
Obiata,562102
Obibi,512101
Obinkita,442101
Obinocha,471115
Obinoyin,263103
Obinuhu,471115
Obite,512101
Obiti,511101
Obo,511101
Obobo,260105
Obodo,330103
Obodo,480108
Obohia,511102
Obokwu,512101
Obolo,501101
Obomobomi,264103
Obono,512101
Oborum,511101
Oboskoto,110109
Obot Etim,520108
Obot Itu,520108
Obot-Usut,503102
Obovu,480106
Obrigbene,561102
Obuaba,562103
Obuama,504102
Obubu,330103
Obudogbene,562101
Obugner-Unimini,511102
Obukolum,503102
Obulechi,480107
Obulechi-Agbaja,480103
Obulechi-Nkaleke,480103
Obungha,569101
Obunofia,402120
Obuohia,441113
Obusia-Amechi,480105
Obutu,464101
Obwaro,512101
Ochebanyi,263106
Ochebanyi,263101
Ochekwu,480108
Ochele,272101
Ochimile,263106
Ochinobi,270101
Ochi-Ofago,270101
Ochobu-Okum,480101
Oda,270101
Odaga,510102
Odagwa,512101
Odagwa-Waterside,512101
Odake,260105
Odama,260105
Odanyi Igbira,260105
Odda,260105
Ode Kesiro,121101
Ode Moje,211108
Odebode,200129
Odeda,110109
Odedum,510102
Odegu,511102
Odegwa,512101
Odejo,972108
Odekiri,562102
Odeligbo-Ndegu,480105
Odenu,263106
Oderemi,200129
Odetola,200129
Odiofia-Echara,480103
Odioma,562101
Odire,263106
Odjedi,330101
Odo - Ajatun,120101
Odo - Ladenusi,120101
Odo - Ona Camp,370101
Odo- Akata,120101
Odo- Ayedun,370101
Odo -Deyo Isiwo,120101
Odo Egiri,106101
Odo Epo,120101
Odo Lataye,120101
Odo Mola,106101
Odo Ugo,370101
Odoaiye,120101
Odoata,431116
Odo-Eku,251105
Odogba,371104
Odogboro,121101
Odoha,511102
Odojobe,121101
Odokobiara,120101
Odokorobie,500103
Odokoro-Gbede,261103
Odolayanra,120101
Odolewu,120101
Odolo,361103
Odolu,272101
Odomoke,480108
Odomolasa,120101
Odoni,561101
Odonoko,120101
Odoomu,202101
Odo-Ore,251105
Odooto,202101
Odosengbu Ajano,120101
Odosenlu,120101
Odoshin,923104
Odu,900101
Odu,272101
Odu,962102
Odu Gboro,121101
Odu Itu,520108
Odu Okpakili,272101
Oduate,272101
Odufor,512101
Odugba,260105
Odu-Ofomu,272101
Odu-Ogboyaga,272101
Oduyamo,121101
Ofagele,270101
Ofa-Meta,211108
Ofanwa,270101
Ofe-Iyi-Okwu,480103
Oferekpe,480107
Oferekpe,480108
Offa,250101
Offin,106101
Ofia Ube,480102
Ofigba,361103
Ofin,106101
Ofioku,480101
Ofo Market,562101
Ofoko,260105
Ofomu,272101
Ofoni,561101
Ofugo,272101
Ofujiji,272101
Ogada,480106
Ogaji,270101
Ogale,501101
Ogale-Ayede,261103
Ogale-Idi-Oro,261103
Ogalkiri,562101
Ogaloto,272101
Ogam,972108
Ogaminama,264103
Ogan-Ama,500103
Ogankira,511101
Ogare,263106
Ogase,260105
Ogbagede,270101
Ogbakiri,511102
Ogbaloto,270101
Ogbangede,972108
Ogbasara,511101
Ogbasara-Imea,511101
Ogbaulu,972108
Ogbegbe,211108
Ogbekete,263103
Ogbelegba,511102
Ogbema,510102
Ogbema Koku,510102
Ogbese Camp,361103
Ogbe-Udu,330103
Ogbia,562103
Ogbidim,503102
Ogboama,562103
Ogboda,511101
Ogbogbene,561102
Ogbogbo,500103
Ogboji Aba,480104
Ogbokuma,510102
Ogbola,511102
Ogboli,402120
Ogbologbo Plantain,510102
Ogboloma,510102
Ogbolomo,569101
Ogbomumo,503101
Ogbonotroko,562101
Ogbopiala,270101
Ogboro,431116
Ogbosuwar,561102
Ogboye,110109
Ogbuchia,480101
Ogbuluama,503101
Ogbun,106101
Ogbungbun Camp,370101
Ogburu,263103
Ogbuyaroku,480108
Oge,361103
Ogegu-,480104
Ogeleje,110109
Ogene-Enigu,272101
Oghior,330103
Oghora,510102
Ogida,512101
Ogidi,402121
Ogidi,261103
Ogidigba,503101
Ogijo,121101
Ogireyankiri,562103
Ogirigiri,263106
Ogo Ubi Bende,441113
Ogobiri,561101
Ogobokiriama,561101
Ogodo,263106
Ogodo,270101
Ogoloma,500103
Ogoni,561101
Ogoniforu,569101
Ogono-Onmuja,491108
Ogori,263103
Ogu,569101
Ogud,263101
Ogufa,972108
Ogumabie,503101
Ogunbayo,110109
Ogundipe,121101
Ogungbe,202101
Ogunleye Camp,361103
Ogunlogun,121101
Ogunmagu,263106
Ogunmogbo,121101
Ogunrinde,200129
Oguntedo,106101
Oguntuase Camp,361103
Oguo,200129
Oguzaruonmeya,480102
Ogwuaniocha,431116
Ogwule-Kaduna,972108
Ogwule-Ugbaulu,972108
Ogwule-Ugbokpo,972108
Ogwumabiri,402120
Ogwumegbo,972108
Ogwunesi,402120
Ogwunna,464101
Ogye,960134
Ohabele,480101
Ohaja,402120
Ohamini I,480107
Ohamini Ii,480107
Ohamyim,511102
Ohanta,512101
Ohatekwe,480106
Ohatekwe,480108
Ohatekwe,480105
Ohiama,263101
Ohim,512101
Ohimigusa,260105
Ohimozi Bassa,260105
Ohioomuigwuemi,511102
Ohokanga,260105
Ohore,330101
Ohuaguva,264103
Ohukede,263101
Ohunene,263106
Ohwehuru Bassa,260105
Ohwehuru Nupe,260105
Oimiekiri,562101
Ojana,341101
Ojapata,270101
Ojede,270101
Ojelanyi,270101
Oji,260105
Ojiakala,272101
Ojiegbe,480108
Ojiegbe,480102
Ojienya,480102
Ojo Town,102101
Ojobara,264103
Ojogbolo,569101
Ojogobi,270101
Ojogun,103101
Ojokodo,270101
Ojomachi,972108
Ojomu Camp,361103
Ojota,106101
Ojota Epe,106101
Oju Olobun,106101
Oju Olokun,106101
Ojuakala,272101
Ojuapata,272101
Ojubedi,263103
Ojukeoyibo,330101
Ojusango Town,112104
Ojuwo,272101
Ojuwo I,270101
Ojuwo Ii,270101
Ok Esalu,121101
Oka,263101
Okana,510102
Okaria,480106
Okaria,480102
Okaria-Echi,480106
Okatikpe,270101
Oke - Ayedun,370101
Oke - Owe,120101
Oke Agbala,121101
Oke Ale,370101
Oke Ariko,121101
Oke Ate Fumuyiwa,121101
Oke Edu,202101
Oke Eri,120101
Oke Lifete,120101
Oke -Oke,120101
Oke Oloola Area,211108
Oke Orin,370101
Oke Osho,106101
Oke Seri,361104
Oke Sett,361104
Oke-Aba,251105
Oke-Afin Area,211108
Okegun,106101
Okehi,512101
Okeichi,464101
Okeiyin,371104
Okeji,972108
Okejumu,261103
Okeke-Ohia,270101
Okele,260105
Okelupa,121101
Okemoyin,120101
Okene,263101
Okengwen,263101
Okenla,112104
Okenyi,270101
Oke-Odo,121101
Oke-Onigibin,251105
Oke-Oyi,251105
Okepa,106101
Okera Igbodu,106101
Okerala Apena,121101
Okerere Itamerin,121101
Okese,202101
Okesi,263103
Okete,272101
Oketemowo,330101
Okigwe,4.70211E+35
Okiinibiriba,562101
Okiki,562103
Okinbiriboteu,562101
Okio Afo,103101
Okirika,500103
Okkwrjeba,330101
Oko Abe,106101
Oko Ira Epe,106101
Oko Oba,121101
Oko Ojugbo,121101
Oko Orisan,106101
Okoboh,510102
Okobotruo,562101
Okochiri,500103
Okodi,562103
Okoe Imaso,121101
Okofi,260105
Okogbo,103101
Okohia,431116
Okoho Itu,520108
Okokiri,503102
Okokokiri,562102
Okokolo,972108
Okokomaiko,102101
Okolo,330103
Okolo,270101
Okolobie,503101
Okolobiri,569101
Okolomable,503101
Okoloma-Iwoma,503101
Okolovu,330101
Okomade,510102
Okomoko,512101
Okomoko-Akpoku,512101
Okongo,923104
Okonoche,512101
Okorhe,330101
Okoria,480101
Okoribukio,562101
Okoro Iro,503102
Okoroagu,512101
Okoroagu Waterside,512101
Okoroba,562102
Okorodia,569101
Okoro-Gbede,261103
Okorolo,503102
Okotiama,569101
Okoto Ajegunle,121101
Okozi,330101
Okpachenyi,972108
Okpagabi,972108
Okpaka,330102
Okpaka,260105
Okpakili,272101
Okpanku,480102
Okpanku,480105
Okparake,260105
Okparanaba,562101
Okpedem,510102
Okperekpe,511101
Okpeyegede,272101
Okpitumo-Amangu,480107
Okpoama,562101
Okpoduma,480106
Okpoduma,480108
Okpokiri,562101
Okpokoto,972108
Okpomadapa,503101
Okporoenyi,441113
Okporudu Okppzogi,260105
Okpuizumo,480104
Okpuru Egbu,480107
Okputong,441113
Oku,263103
Oku Obom,530103
Okua Obanyi,264103
Okuabude,330101
Okuafe,330101
Okuagbadia,330101
Okuajodo,330101
Okuamowah,330102
Okuavwaren,330101
Okuayitu,330101
Okuba,950103
Okubaire,330101
Okudiemo,330101
Okudiete,330101
Okudu,512101
Okuegban,330101
Okuekpehre,330101
Okuemoefe,330101
Okuep,330101
Okuetolor,330101
Okuetuvo,330101
Okuevbiarha,330101
Okuevue,330101
Okufuoma,330101
Okughele,330101
Okuhepochi,263101
Okuigbinoba,330101
Okuirerch,330101
Okuireroh,330102
Okuitobore,330101
Okujagu Ama,500103
Okukpoi,503102
Okuloho,330101
Okumbiri,561101
Okumgba -Ama,500103
Okumutakperuo,330101
Okun Abaketa,106101
Okun Imosan,106101
Okun Lape,106101
Okun Padre,103101
Okunchi,264103
Okunnawo,200129
Okuobonoe-Temro,330101
Okuogholo,330101
Okuojuvru,330101
Okuokokor,330101
Okuokotie,330101
Okuokpokper,330101
Okuoma,491108
Okuomude,330101
Okuorokahayon,330101
Okuosia,330101
Okuotono Taire,330101
Okuovwisi,330101
Okuovwori,330101
Okuroko,264103
Okuru,500101
Okuta Aaragba,361103
Okutemwo,330101
Okutukutu,569101
Okuyeke,330101
Okwali,502102
Okwaniok,503102
Okwefurike,480107
Okwefurike,480103
Okwefurike,480102
Okwei-Obudu,552101
Okwemowa,330102
Okwetata,330102
Okworeka,480102
Okwtata,330102
Okwukolo,330101
Okwuvo,330101
Olagunju,361103
Olari,330103
Old Bokana,504102
Old Ojo Road,102102
Old Oye,371104
Old Yakana,923104
Olegoga,972108
Olekochologba,972108
Oleyangana Igbira,260105
Olo,200109
Olobidu,972108
Olobiri,562103
Olode,202101
Olode Olokosuru,202101
Olodi,200109
Olofe Cap,361103
Olofin,202101
Ologabulu,972108
Ologba,272101
Ologbun,121101
Ologburugburu Camp,370101
Ologi,562103
Ologobenyi,972108
Ologoghe,562103
Ologoma,562102
Olojaolokiti,121101
Oloko,501102
Olokolo,202101
Olokosun,202101
Olokun Esin,211108
Oloma,503102
Oloma,503101
Olomabia,503101
Olomachi,972108
Olomu,112104
Oloparun,112104
Olopo Metta,200109
Olorisaoko,200109
Oloro,200129
Olorunshogo,106101
